,question,answer
1077,"말특수동물학과 교수님과 인터뷰를 진행하겠습니다.
                Q:말특수동물학과 교수님 안녕하세요.
                A:네 안녕하세요. 말특수동물학과 교수입니다.
                Q:질문이 있습니다. 학과의 앞으로의 전망은 어떠하다고 보십니까?
                A:","반려동물 또는 야생동물, 실험동물 이런 분야는 사실은 신학문 영역으로서 현대 사회가 요구하는 영역이라고 할 수 있습니다. 역사적으로 오래 되지 않았기 때문에 앞으로 이 분야는 지속적으로 더 발전되면서 체계화가 요구되기 때문에 점차적으로 확대될 것으로 생각이 됩니다. 그래서 우리 학과로서는 향후 반려동물, 그리고 야생동물, 실험동물 이 세 가지 영역을 각각의 학과 또는 각각의 전공으로 분리해서 운영해야 될 만큼 발전 가능성이 크다라고 생각하고 있습니다."
1078,"말특수동물학과 교수님과 인터뷰를 진행하겠습니다.
                Q:말특수동물학과 교수님 안녕하세요.
                A:네 안녕하세요. 말특수동물학과 교수입니다.
                Q:질문이 있습니다. 지금은 없지만 앞으로 새로 생기게 될 직업은 어떤 것들이 있을까요? 혹은 최근에 새롭게 생겨난 직업들이 있습니까?
                A:","우선 최근에 새롭게 생겨난 직업 군으로 말씀 드리면 동물병원에서 활동하는 동물 간호사, 말과 훈련된 개 등의 실용 동물을 이용하는 동물매개치료사 그리고 반려견 구르머 애견 미용사, 애완동물번식가, 일부 곤충류나 파충류라든지 이런 것까지 다 포함이 되겠죠. 향후에는 반려동물 장묘 사업이 생기게 될 것으로 생각이 되는데 선진 외국에서는 이미 실시가 되고 있는 사업입니다. 그 외 더 말씀 드리면 반려동물 패션 분야, 멸종된 야생 동물이라든지 또는 수가 급격히 줄어들고 있는 야생 동물의 수를 증가시키기 위한 야생동물전문 인공 수정사 등에 대한 직업 군이 생길 것으로 예상하고 있습니다."
1079,"말특수동물학과 교수님과 인터뷰를 진행하겠습니다.
                Q:말특수동물학과 교수님 안녕하세요.
                A:네 안녕하세요. 말특수동물학과 교수입니다.
                Q:질문이 있습니다. 이 학과를 전공하려는 학생이 진학 전에 미리 준비해야 할 내용이 있다면 무엇입니까?
                A:","학과에 대한 정보를 면밀히 좀 살펴보고 그리고 또 졸업한 뒤에 본인은 어떤 일을 할 수 있을까라는 부분도 한 번 생각해 보고 미리 결정을 해 보는 것도 중요하죠. 그리고 졸업했을 때 이 학과 졸업생으로서 취업을 하게 되는 직업 군에 대한 직능 분석을 스스로가 해 보는 것도 중요하고, 그에 관해서 본인의 적성과 맞는지에 대한 부분도 생각해야 될 부분이라고 생각합니다."
1080,"말특수동물학과 교수님과 인터뷰를 진행하겠습니다.
                Q:말특수동물학과 교수님 안녕하세요.
                A:네 안녕하세요. 말특수동물학과 교수입니다.
                Q:질문이 있습니다. 이 학과를 지망하는 중고등학생들에게 마지막으로 한마디 해 주세요.
                A:","대학 진학은 인생의 출발점도 되지만 또한 사회 진출을 위한 초석이 되는 부분이라고 저는 생각을 합니다. 그래서 학과의 선택이 인기라든지 이런 것에 국한되지 않고 능력과 적성에 맞게, 인생을 즐기면서 또한 사회에 공헌할 수 있는 분야로 결정되어야 된다고 생각합니다."
1081,"말특수동물학과 교수님과 인터뷰를 진행하겠습니다.
                Q:말특수동물학과 교수님 안녕하세요.
                A:네 안녕하세요. 말특수동물학과 교수입니다.
                Q:질문이 있습니다. 감사합니다.
                A:",
1082,"수산학과 교수님과 인터뷰를 진행하겠습니다.
                Q:수산학과 교수님 안녕하세요.
                A:네 안녕하세요. 수산학과 교수입니다.
                Q:질문이 있습니다. 교수님께서 이 학과(전공)를 선택하시게 된 동기는 무엇이었습니까?
                A:","저는 1977년도에 대학에 입학하게 됐습니다. 1976년도 고3 시절에 한국해양대학교에서 학과 소개를 위해 고등학교에 방문한 적이 있습니다. 거기에서 항해사가 되어서 해양을 진출해서 나가는 그런 소개를 받은 적이 있고 그 당시에 아버님이 사업을 하다가 그만두시고 퇴직을 하셔서 집안 사정이 그렇게 넉넉한 편이 못 되었고, 제가 집안의 장남이고 동생들이 있어서 국립대학을 가야 되겠다는 생각을 갖게 됐어요. 그래서 국립대학 중에서도 항해하고 관련되어서 한국해양대학을 소개를 받았지만 그 당시에 원양어업이 상당히 활기차게 진출을 하던 시기였습니다. 그래서 부산수산대학으로 진학을 해서 거기에서 어업학을 전공을 했습니다. 그래서 지금 해양생산학의 모태가 되고 있는 어업 분야에 진학을 하게 되었습니다."
1083,"수산학과 교수님과 인터뷰를 진행하겠습니다.
                Q:수산학과 교수님 안녕하세요.
                A:네 안녕하세요. 수산학과 교수입니다.
                Q:질문이 있습니다. 어떤 분야에 관심을 갖고 있는 사람들이 이 학과에 입학을 하면 좋은가요?
                A:","해양생산학과는 특별한 어떤 분야에 국한되지 않고 뭐랄까 세계 수산 식량자원을 개발하겠다는 사명감을 가지고 있는, 또 진취적인 사고를 가지고 있는 학생들이 진학을 하면 크게 무리 없이 적응해서 사회에 진출할 수 있지 않을까 그렇게 생각합니다."
1084,"수산학과 교수님과 인터뷰를 진행하겠습니다.
                Q:수산학과 교수님 안녕하세요.
                A:네 안녕하세요. 수산학과 교수입니다.
                Q:질문이 있습니다. 이 학과에서 입학하면 가장 중요한 공부는 어떤 내용인가요?
                A:","해양생산학과는 우선 배를 항해할 수 있는 항해술, 그 다음에 수산 생물 자원, 주로 어류를 포획하게 되는 어업 분야, 크게 두 가지로 나눌 수 있습니다. 그래서 주로 선박 운용을 하기 위한 선박운용학, 항해계기학 이런 쪽하고 어구학, 어획을 할 수 있는 방법을 다루는 어법학 이런 분야를 주로 공부를 하게 됩니다."
1085,"수산학과 교수님과 인터뷰를 진행하겠습니다.
                Q:수산학과 교수님 안녕하세요.
                A:네 안녕하세요. 수산학과 교수입니다.
                Q:질문이 있습니다. 이 학과에서 공부를 잘하려면 중고등학교 때 특히 어떤 교과목을 공부하면 좋을까요?
                A:","우선 앞서도 말씀 드렸다시피 수산생물자원을 생산하다 보니까 중고등학교 때 배우는 생물, 항해 장비라든지 이런 기술적인 분야를 다루는 물리, 그 다음에 수산업의 세계화를 추진한다면 영어 과목이 중요한 과목으로 볼 수 있겠죠."
1086,"수산학과 교수님과 인터뷰를 진행하겠습니다.
                Q:수산학과 교수님 안녕하세요.
                A:네 안녕하세요. 수산학과 교수입니다.
                Q:질문이 있습니다. 이 학과의 장점을 말씀해 주세요.
                A:","다른 일반 학과들은 중고등학교 시절의 성적에 좌우되다시피 연계가 되는데, 우리 학과의 특징은 중고교 시절의 성적이 크게 중요시되지 않습니다. 그래서 대학에 진학해서 학과 공부를 충실히 하게 되면 취업이 충분히 가능하고, 그 다음에 병역 특례제도가 있습니다. 그래서 3년간 원양어업에 종사하는 선박에 취업을 하게 되면 병역이 면제가 됩니다. 졸업 후에 어촌 지역 출신자들의 경우에는 어민 후계자로 지정이 되어서 지역 발전에 기여할 수 기회가 많이 보장되는 그런 특징을 갖고 있습니다."
1087,"수산학과 교수님과 인터뷰를 진행하겠습니다.
                Q:수산학과 교수님 안녕하세요.
                A:네 안녕하세요. 수산학과 교수입니다.
                Q:질문이 있습니다. 학과에서 공부를 하는 학생들이 겪는 어려움은 어떤 점이 있나요?
                A:","학과목을 배우는 데는 크게 어려운 점이 없습니다. 그래서 물론 물리나 영어, 그 다음에 생물 이런 것들이 기초가 되어야 되기는 하겠지만 대학에서 진학해서 충분히 이수를 하게 되면 따라올 수 있습니다. 그래서 학과 공부하는 데는 큰 어려움이 없습니다마는 대부분 요즘 한 자녀 가정이 많다 보니까 졸업생들이 승선 근무를 하는 데에 대한 부모님들의 반대가 있어서 본인이 원하는 분야로 취업을 하지 못하는 부분이 종종 발생하게 됩니다."
1088,"수산학과 교수님과 인터뷰를 진행하겠습니다.
                Q:수산학과 교수님 안녕하세요.
                A:네 안녕하세요. 수산학과 교수입니다.
                Q:질문이 있습니다. 학과 졸업생들이 가장 많이 진출하는 직업분야는 어느 곳인가요?
                A:","50% 이상이 어선 또는 상선 항해사로 진출을 해서 선장까지 근무하게 됩니다. 최근에는 병역특례제도에 따라서 병역을 필 하는 조건으로 근무를 했다가 다시 2차적으로 수산업 분야, 특히 수산물 유통 쪽으로 진출하는 경우가 많이 생기고 있습니다. 그 다음으로는 해양 경찰 쪽으로 진출을 합니다. 해양경찰학과가 별도로 있습니다마는 그쪽 분야보다도 해양생산학과 졸업생들이 실무 경험을 가지고 또 항해 경력을 가지고 해양 경찰로 진출을 많이 하고, 그 다음에 어업 지도선 쪽으로 진출을 할 수 있습니다. 그 다음에 또 육상 근무를 할 수 있는 수산직 공무원 시험을 쳐서 수산직 공무원으로 진출을 하는 경우가 있습니다."
1089,"수산학과 교수님과 인터뷰를 진행하겠습니다.
                Q:수산학과 교수님 안녕하세요.
                A:네 안녕하세요. 수산학과 교수입니다.
                Q:질문이 있습니다. 학과의 앞으로의 전망은 어떠하다고 보십니까?
                A:",산업화가 되면서 수산업 자체가 3D 업종으로 인식되다 보니까 선호도가 떨어지는 경향이 있습니다마는 인구가 증가함에 따라서 우리가 수산 자원을 개발하고 유지 관리하는 것들이 계속 유지가 필요합니다. 그래서 수산 자원 개발이 지속적으로 될 것이기 때문에 국가적 차원에서 유지발전 시켜야 할 그런 분야가 수산업 분야라고 생각합니다.
1090,"수산학과 교수님과 인터뷰를 진행하겠습니다.
                Q:수산학과 교수님 안녕하세요.
                A:네 안녕하세요. 수산학과 교수입니다.
                Q:질문이 있습니다. 지금은 없지만 앞으로 새로 생기게 될 직업은 어떤 것들이 있을까요? 혹은 최근에 새롭게 생겨난 직업들이 있습니까?
                A:",앞으로 생기게 될 직업을 우리가 추정을 한다면 어로기사라든지 어로기술사 이런 자격증을 취득한 이후에 어업 또는 수산 관련 업무에서 컨설팅을 할 수 있는 그런 업무 분야가 앞으로 생겨나지 않을까 이렇게 생각하고 있습니다.
1091,"수산학과 교수님과 인터뷰를 진행하겠습니다.
                Q:수산학과 교수님 안녕하세요.
                A:네 안녕하세요. 수산학과 교수입니다.
                Q:질문이 있습니다. 이 학과를 전공하려는 학생이 진학 전에 미리 준비해야 할 내용이 있다면 무엇입니까?
                A:","앞으로는 전 산업 분야가 세계화를 이루지 않으면 안되기 때문에 어학, 특히 영어를 많이 필요로 하겠습니다. 하지만, 그보다도 먼저 우리 학과의 특성과 그 다음에 진출할 수 있는 직종을 미리 검토를 해서 본인의 적성과 맞는지를 먼저 확인할 필요가 있습니다. 물론 체력도 뒤따라야 되고요."
1092,"수산학과 교수님과 인터뷰를 진행하겠습니다.
                Q:수산학과 교수님 안녕하세요.
                A:네 안녕하세요. 수산학과 교수입니다.
                Q:질문이 있습니다. 이 학과를 지망하는 중고등학생들에게 마지막으로 한마디 해 주세요.
                A:",우리 해양생산학과는 중고등학교 시절에 성적이 다소 떨어져서 자신감이 떨어진다고 하더라도 진취적인 기상과 포부를 갖고 있는 학생이라면 대학에 진학해서 얼마든지 좋은 결과를 얻을 수 있습니다. 재학 중에 꾸준히 노력하면 자신의 밝은 미래를 개척할 수 있는 기회가 다른 학과에 비해서 많습니다.
1093,"수산학과 교수님과 인터뷰를 진행하겠습니다.
                Q:수산학과 교수님 안녕하세요.
                A:네 안녕하세요. 수산학과 교수입니다.
                Q:질문이 있습니다. 감사합니다.
                A:",
1094,"산림·원예학과 교수님과 인터뷰를 진행하겠습니다.
                Q:산림·원예학과 교수님 안녕하세요.
                A:네 안녕하세요. 산림·원예학과 교수입니다.
                Q:질문이 있습니다. 교수님께서 이 학과(전공)를 선택하시게 된 동기는 무엇이었습니까?
                A:","제가 학교 다닐 때부터 원예학을 전공하겠다 라고 처음부터 생각했던 것은 아니었습니다. 그런데 초등학교 시절부터 집안의 작은 화단에 여러 가지 식물들을 키우는 것을 좋아했었고, 꽃 같은 것도 심어서 키우고 경우에 따라서 콩이라든지 채소 같은 것도 조금씩 키우고 했었던 것들이 진로를 결정하는 과정에 영향을 준 것 같습니다. 종자부터 해서 식물체가 커 가는 과정들도 보고 나중에 수확도 해 보니까 그런 것에 대한 재미를 느꼈던 거죠. 그런 것이 하나의 계기가 되어서 이 학과를 선택하게 된 것 같아요."
1095,"산림·원예학과 교수님과 인터뷰를 진행하겠습니다.
                Q:산림·원예학과 교수님 안녕하세요.
                A:네 안녕하세요. 산림·원예학과 교수입니다.
                Q:질문이 있습니다. 어떤 분야에 관심을 갖고 있는 사람들이 이 학과에 입학을 하면 좋은가요?
                A:","아무래도 과학분야니까 과학을 좋아하고 자연현상의 원리를 탐구하고 이해하는데 흥미를 가지고 있는 그런 학생이라면 충분히 추천을 할만하다라고 생각을 하고, 그 중에서 원예학과 같은 경우에는 아무래도 식물을 다루는 학과니까 식물에 관심이 있는 학생이면 좋겠죠."
1096,"산림·원예학과 교수님과 인터뷰를 진행하겠습니다.
                Q:산림·원예학과 교수님 안녕하세요.
                A:네 안녕하세요. 산림·원예학과 교수입니다.
                Q:질문이 있습니다. 이 학과에서 입학하면 가장 중요한 공부는 어떤 내용인가요?
                A:","다루는 과목이나 학문 분야가 워낙 다양하게 있다 보니까 특별히 어느 공부가 중요하다라고 이야기 하기는 좀 어려울 것 같고 원예학과가 개설되어 있는 대학들을 보면 학교마다 약간의 차이는 있지만 대체적으로 저학년 때는 기초 과학이나 그런 분야들의 수업을 주로 듣게 되고 고학년이 되면 응용 과학 쪽으로 수업을 듣게 됩니다. 대구대학 같은 경우에는 저학년 때는 생물학이라든지 화학, 유전학, 통계학 이런 기초 순수 과학 분야를 중심으로 수업을 하게 되고 고학년 때는 이런 기본 과목으로 기반으로 둔 채소학, 과수학, 화훼학 등 작물기반 과목들을 공부하고, 그 다음에 응용 분야 쪽으로 확대가 되면 시설원예라든지 조직배양, 육종학, 생명공학, 플라워디자인, 원예생산물 가공, 품질관리 마케팅 분야까지 다양한 수업을 듣게 됩니다."
1097,"산림·원예학과 교수님과 인터뷰를 진행하겠습니다.
                Q:산림·원예학과 교수님 안녕하세요.
                A:네 안녕하세요. 산림·원예학과 교수입니다.
                Q:질문이 있습니다. 이 학과에서 공부를 잘하려면 중고등학교 때 특히 어떤 교과목을 공부하면 좋을까요?
                A:","중고등학교 때 배우는 과목의 특성을 생각을 해 본다면 원예학과 수업 내용하고 직접적으로 관련성이 있다고 생각되는 과목은 아무래도 식물을 다루는 학과이다 보니 생물과, 실험실에서 실험과 연구를 하다 보면 다양한 화학 물질들을 다루게 되고 경우에 따라서 식물에 포함되어 있는 어떤 성분 분석 같은 부분들이 포함되므로 화학 분야 그리고 통계가 적용되니까 기본적인 수학 이런 것들이 중요하다고 생각이 드는데, 이런 분야를 잘 해서 기초를 닦고 들어오면 도움이 되겠지만 꼭 그렇지 않다 하더라도 대학에 입학한 이후에 충분히 공부할 수 있는 기회가 있습니다."
1098,"산림·원예학과 교수님과 인터뷰를 진행하겠습니다.
                Q:산림·원예학과 교수님 안녕하세요.
                A:네 안녕하세요. 산림·원예학과 교수입니다.
                Q:질문이 있습니다. 이 학과의 장점을 말씀해 주세요.
                A:",우선은 식물을 대상으로 하는 공부를 하는 학과이다 보니 자연 친화적이고 좋은 환경에서 공부를 할 수 있다라는 장점이 있죠. 대구대뿐만 아니라 많은 농학 계열이나 원예학과가 있는 대학들을 보면 주로 농장을 가지고 있고 녹지 공간을 확보를 하고 있어 아무래도 다른 분야보다는 조금 더 좋은 환경에서 공부를 할 수 있다라는 장점이 있을 것 같습니다. 두 번째로는 농업이나 원예 분야가 현재보다는 미래 성장이 좀 기대되는 그런 학문이라고 저는 말씀을 드리고 싶어요. 사람들은 대체적으로 누구나 소득 수준이 향상이 되면 단순히 먹고 사는 문제뿐만이 아니라 얼만큼 더 좋은 것을 먹고 얼만큼 더 좋은 환경에서 사느냐에 대해서 관심을 갖게 되는데 이러한 부분에 직접적으로 영향을 줄 수 있는 분야 중에 하나가 원예학 분야라고 말씀을 드릴 수 있을 것 같아요.
1099,"산림·원예학과 교수님과 인터뷰를 진행하겠습니다.
                Q:산림·원예학과 교수님 안녕하세요.
                A:네 안녕하세요. 산림·원예학과 교수입니다.
                Q:질문이 있습니다. 학과에서 공부를 하는 학생들이 겪는 어려움은 어떤 점이 있나요?
                A:","특별히 원예학과라고 해서 겪는 어려움은 없는 것 같고 다만 아직까지 우리나라 현실이 학생들이 자신의 적성보다는 고등학교 때 성적에 맞춰서 대학에 진학을 하다 보니 현실적으로 이제 사양산업이라고 생각을 한다든지 아니면 농업이라는 어떤 그런 특성 때문에 원예학과를 선택한 학생들을 보면 성적 때문에 어쩔 수 없이 들어온 학생들이 상당히 많은 편이에요. 그런데 그런 학생들 중에서도 입학 후에 관심을 가지고 열심히 하는 학생들도 있지만 그렇지 않은 경우에는 학과 수업에 적응하는데 어려움을 겪는 학생들도 더러 있거든요. 학생들이 전공을 선택을 할 때 자기 적성이나 특기, 성격이라든지 관심사항 이런 것들을 전반적으로 고려해서 선택하는 것이 중요하다고 생각이 듭니다."
1100,"산림·원예학과 교수님과 인터뷰를 진행하겠습니다.
                Q:산림·원예학과 교수님 안녕하세요.
                A:네 안녕하세요. 산림·원예학과 교수입니다.
                Q:질문이 있습니다. 학과 졸업생들이 가장 많이 진출하는 직업분야는 어느 곳인가요?
                A:","전통적인 직업 분야라고 한다면 크게 나누어서 4가지 정도로 말씀드릴 수 있을 것 같은데 공무원, 연구직, 영업직, 자영으로 나눠서 말씀드릴 수 있을 것 같고, 공무원은 다 아시겠지만 농업 행정을 하는 행정 공무원이 있고, 그 다음에 연구를 하는 연구직 공무원이 될 수도 있고요. 그 다음에 연구직 같은 경우는 좀 전에 말씀 드린 연구직 공무원이라든지 아니면 원예 산업에 관련된 각종 기업 부설 연구소의 연구직 부분이 있습니다. 영업직 같은 경우에는 종자 회사, 농약, 비료, 농자재, 생명공학 관련된 회사에서 영업 활동을 하는 직업이 있을 수 있고, 자영업은 다 아시다시피 우리가 쉽게 생각할 수 있는 농사 짓는다 아니면 플라워디자인을 배워서 플라워샵을 열 수도 있고, 최근에 보면 허브농원이라든지 체험학습장 이런 것도 많이 생기고 있으니까 그런 부분도 가능하다고 생각합니다. 조금 더 확대를 한다면 최근에 학문적인 어떤 경계가 많이 희미해 졌잖아요. 그래서 특히 우리 원예 분야 같은 경우에는 기능성 부분이라든지 이런 것들이 많이 가미가 되다 보니까 식품 회사라든지 제약회사 이런 부분까지 조금 직업군이 확대가 되고 있는 그런 실정입니다."
1101,"산림·원예학과 교수님과 인터뷰를 진행하겠습니다.
                Q:산림·원예학과 교수님 안녕하세요.
                A:네 안녕하세요. 산림·원예학과 교수입니다.
                Q:질문이 있습니다. 학과의 앞으로의 전망은 어떠하다고 보십니까?
                A:","이전에도 간단히 언급을 했지만 저는 우리 농업이나 원예 분야가 현재보다는 미래에 좀 더 발전할 수 있는 그런 분야라고 생각이 듭니다. 최근 정부의 역점 추진 사업 같은 것들을 보면 바이오 의학이라든지 녹색성장, 바이오 자원, 고부가가치 식품분야 이런 부분들을 진행하고 있는데 이런 부분들이 상당히 원예와 관련되어 있다라고 말씀을 드릴 수 있습니다. 그 다음에 미래 유망 직업을 예측한 여러 가지 보고서들을 보면 생물학자라든지, 플로리스트, 조경가 이런 것들처럼 원예하고 관련된 분야가 상당히 많이 포함이 되어 있습니다. 그래서 이런 분야가 추후에 더 발전할 가능성이 크다라고 말씀드릴 수 있을 것 같습니다. 최근에 고려대학교에서 전설적인 투자자로 알려져 있는 짐 로저스라는 분께서 특강을 하셨는데 거기에서 누가 질문을 했다고 하더라고요. 앞으로 어떤 상품 시장이 가장 유망하냐 라고 질문을 했는데 그 분이 답변을 하신 것이 대학생들에게 농부가 되어라 농업이 20-30년 안에 가장 큰 수익을 낼 수 있는 분야가 될 것이라는 얘기를 했다고 하더라고요. 사실 이런 현상들이 현재도 조금씩 나타나고 있거든요. 매스컴 통해서 많이 들으셨겠지만 농산물 관련 선물시장이라든지 펀드 이런 것들이 급등을 하고 있잖아요. 경우에 따라서는 자국 농산물 수출을 금지하는 현상까지 발생이 되고 있는데 이런 것들을  쉽게 얘기하면 결국 식량 전쟁이라고 얘기를 하죠. 먹거리 전쟁이죠. 농산물 생산량이 줄어들고 경우에 따라서는 지구 온난화 때문에 기상 재해가 많이 발생되면서 생산량이 감소가 되니까 이런 문제점들이 계속 발생이 증가가 될 것이고 그럼에 따라서 저희 원예학과의 가치가 좀 더 높아질 것이라고 이렇게 생각을 하고 있습니다."
1102,"산림·원예학과 교수님과 인터뷰를 진행하겠습니다.
                Q:산림·원예학과 교수님 안녕하세요.
                A:네 안녕하세요. 산림·원예학과 교수입니다.
                Q:질문이 있습니다. 지금은 없지만 앞으로 새로 생기게 될 직업은 어떤 것들이 있을까요? 혹은 최근에 새롭게 생겨난 직업들이 있습니까?
                A:","원예 분야를 전통적으로 분류를 할 때 작물 기반으로 이전에 말씀 드렸던 것처럼 채소, 과수, 화훼 이렇게 세 가지 분야로 나누거든요. 그 기준은 주로 생산적인 측면에 중점이 맞춰져 있었어요. 지금은 첨단기술이 접목된 생산 기법이 도입된 그런 학문으로 확장이 되고 있어요. 그 다음에는 단순히 생산적인 측면보다는 기능적인 측면이라든지 아니면 소비적인 측면에서 원예 작물을 어떻게 이용을 할 것이냐 활용을 할 것이냐 하는 부분 쪽으로 더 큰 관심을 가지게 되면서 많이 들어보셨겠지만 원예치료라든지 식물공장, 아로마테라피, 바이오에너지, 도시원예 분야가 새롭게 최근 한 10년, 20년 동안 성장된 분야거든요. 그런 측면에서 봤을 때 새로운 직업군들이 많이 생겨날 수 있을 것이라고 봅니다. 좀 더 확대 시켜서 말씀을 드리자면 이런 표현이 적합한지는 모르겠지만 생명공학 농부다, 아니면 유전자 프로그래머다 이런 용어를 쓰는데, 생명공학농부 같은 경우에는 생명공학 기술을 접목을 해서 어떤 특정한 단백질이라든지 아니면 어떤 기능적인 생약 성분이 포함된 약물이 포함된 농산물들을 생산해서 판매를 하거나 아니면 농산물을 가공을 해서 어떤 기능성이 가미된 기능성 식품, 약품 개발을 해서 판매를 하는 새로운 직업도 생겨날 수 있을 것 같습니다. 유전자 프로그래머 같은 경우에는 최근에 유전체 연구가 확대되면서 인간 유전체사업이라고 혹시 들어보셨는지 모르겠는데 사람이 가지고 있는 모든 유전자의 분석이 이제 끝났거든요. 그래서 인간의 예를 들어서 말씀을 드리자면 내가 이제 어떤 병에 걸릴 잠재적인 가능성이 있다라고 했을 때 그런 것들을 분석을 해서 그 병에 걸리지 않게 미리 예방을 하는 거죠. 식물에도 마찬가지로 그런 기술들이 도입이 돼서 지금 유전체 연구가 상당히 활발하게 이루어지고 있거든요. 그러다 보니까 농가 맞춤형 품종개량이라든지 병충해 방제를 한다든지 그런 시스템을 개발하고 그런 것들의 정보를 제공해 줄 수 있는 그런 유전자 프로그래머 같은 직업들도 생겨날 수 있다라고 생각이 듭니다."
1103,"산림·원예학과 교수님과 인터뷰를 진행하겠습니다.
                Q:산림·원예학과 교수님 안녕하세요.
                A:네 안녕하세요. 산림·원예학과 교수입니다.
                Q:질문이 있습니다. 이 학과를 전공하려는 학생이 진학 전에 미리 준비해야 할 내용이 있다면 무엇입니까?
                A:","진학 전에 특별히 준비를 뭐를 해야 되겠다라는 것보다는 마음가짐이 중요할 것 같다는 생각이 들어요. 본인이 왜 원예학과를 선택 하느냐, 나중에 원예학과를 졸업하고 내가 어떤 미래를 설계를 할 것이냐 그런 것들에 대한 목표 설정이 명확하게 이루어진다면 다른 과도 사실 마찬가지겠지만 입학한 이후에 학교 생활이라든지 학과 생활 적응하는데 도움이 될 것 같고 아주 재미있게 대학 생활을 보낼 수 있을 것이라고 생각이 듭니다."
1104,"산림·원예학과 교수님과 인터뷰를 진행하겠습니다.
                Q:산림·원예학과 교수님 안녕하세요.
                A:네 안녕하세요. 산림·원예학과 교수입니다.
                Q:질문이 있습니다. 이 학과를 지망하는 중고등학생들에게 마지막으로 한마디 해 주세요.
                A:","최근에는 농업 분야를 단순하게 농사를 짓는 1차 산업 개념이 아니라 매스컴에도 많이 나오지만 6차 산업이라는 표현을 많이 쓰거든요. 6차 산업의 개념은 1차 산업, 2차 산업, 3차 산업을 모두 포함하는 산업을 말하는 것입니다. 원예분야, 농업을 전체적으로 봤을 때 이 분야가 더 이상 과거와 같이 농사만 짓는 힘든 직업이 아니라 첨단 과학이 접목이 되고 환경, 식량, 건강 문제 등 인간 실생활에 직접적으로 관련되어 있는 분야들을 포괄적으로 포함을 하고 있기 때문에 우리가 앞으로 절대 포기할 수 없는 분야라고 생각됩니다. 따라서 원예나 농업 분야가 사양산업이다 힘든 직업이다라는 이런 막연한 선입견을 갖는 것보다는 미래의 유망 산업으로 인식하면 좋겠습니다. 조금 더 확대해서 얘기 한다면 내가 지구를 지킨다, 환경을 지킨다, 우리나라의 식량과 건강을 내가 책임진다라는 그런 사명감, 자부심을 가져 줬으면 하는 생각이 듭니다."
1105,"산림·원예학과 교수님과 인터뷰를 진행하겠습니다.
                Q:산림·원예학과 교수님 안녕하세요.
                A:네 안녕하세요. 산림·원예학과 교수입니다.
                Q:질문이 있습니다. 감사합니다.
                A:",
1106,"생명과학과 교수님과 인터뷰를 진행하겠습니다.
                Q:생명과학과 교수님 안녕하세요.
                A:네 안녕하세요. 생명과학과 교수입니다.
                Q:질문이 있습니다. 교수님께서 이 학과(전공)를 선택하시게 된 동기는 무엇이었습니까?
                A:","제가 고등학생 때 식물이나 동물에 관해 관심이 많았는데, 그 중에서도 식물에 대해 더 관심이 많았습니다. 특히 식물 쪽으로 공부한 것은 어머니의 영향을 많이 받았기 때문입니다. 어머니께서 ‘동물보다는 식물 쪽으로 공부를 하는 것이 더 좋지 않겠냐’ 라고 말씀하셔서 식물분야를 전공으로 하는 학과를 찾아 보면서 서울대, 부산대 미생물학과와 경북대 생물학과를 봤습니다. 그런데 생물학과를 보면 식물보다는 동물, 미생물 쪽으로 치우친 경향을 보였습니다. 식물에 대해 공부하는 과가 드물었는데, 이 학과는 식물에 대해 자세한 공부를 할 수 있겠다는 결심이 서서 이 과로 선택하게 됐습니다."
1107,"생명과학과 교수님과 인터뷰를 진행하겠습니다.
                Q:생명과학과 교수님 안녕하세요.
                A:네 안녕하세요. 생명과학과 교수입니다.
                Q:질문이 있습니다. 어떤 분야에 관심을 갖고 있는 사람들이 이 학과에 입학을 하면 좋은가요?
                A:","식물 쪽에 관심이 있는 학생들이 온다면 흥미도 느끼고 공부도 즐겁게 할 수 있습니다. 식물 중에서도 더 세세한 분야로 나뉘면 식량작물, 사료작물 및 구황작물이 있어 식물의 육종, 재배, 생태와 유전 등을 배울 수 있는데, 가장 중요한 부분은 식물에 대한 높은 관심 입니다."
1108,"생명과학과 교수님과 인터뷰를 진행하겠습니다.
                Q:생명과학과 교수님 안녕하세요.
                A:네 안녕하세요. 생명과학과 교수입니다.
                Q:질문이 있습니다. 이 학과에서 입학하면 가장 중요한 공부는 어떤 내용인가요?
                A:","좀 이상할 지는 모르겠지만 우선적으로 생화학 공부를 해야 됩니다. 생화학은 모든 살아있는 생물의 기초라고 할 수 있는데, 생물이 살아가기 위해 필요한 에너지를 만들어 내기 위해서는 최소단위인 원소가 분해되고, 결합되면서 생기는 생화학적 원리를 잘 알아야 되기 때문입니다. 동물이나 사람뿐만 아니라 식물을 공부하는 사람들에게도 기본적으로 필요한 과정이기 때문에 매우 중요합니다. 그 다음으로 국제화 시대를 살아가는 우리는 영어를 소홀히 해서는 안 됩니다. 영어를 통해서 외국에서 연구할 수 있는 기회가 생기기 때문입니다."
